Accession,Virus Name,Publication Date,Host,Taxonomy ID,Zoonotic Potential
KX285197,"Pipistrellus bat coronavirus HKU5 PREDICT-EHA-156-12-NL13847 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Pipistrellus pipistrellus,694008,FALSE
KX285193,"Rhinolophus bat coronavirus HKU2 PREDICT-EHA-156-12-NL13820 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Rhinolophus rex,693998,FALSE
KX285192,"Rhinolophus bat coronavirus HKU2 PREDICT-EHA-156-12-NL13817 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Rhinolophus rex,693998,FALSE
KX285191,"Rhinolophus bat coronavirus HKU2 PREDICT-EHA-156-12-NL13816 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Rhinolophus rex,693998,FALSE
KX285190,"Rhinolophus bat coronavirus HKU2 PREDICT-EHA-156-12-NL13815 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Rhinolophus rex,693998,FALSE
KX285189,"Rhinolophus bat coronavirus HKU2 PREDICT-EHA-156-12-NL13814 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Rhinolophus rex,693998,FALSE
KX285188,"Rhinolophus bat coronavirus HKU2 PREDICT-EHA-156-12-NL13813 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Rhinolophus rex,693998,FALSE
KX285187,"Rhinolophus bat coronavirus HKU2 PREDICT-EHA-156-12-NL13812 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Rhinolophus rex,693998,FALSE
KX285186,"Rhinolophus bat coronavirus HKU2 PREDICT-EHA-156-12-NL131033 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Hipposideros pratti,693998,FALSE
KX285184,"Bat coronavirus HKU6 PREDICT-EHA-156-12-LS13721 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Nyctalus plancyi,393045,FALSE
KX285178,"Bat coronavirus 1 PREDICT-EHA-156-12-HN-XX020 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285177,"Bat coronavirus 1 PREDICT-EHA-156-12-HN-XX016 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285176,"Bat coronavirus HKU6 PREDICT-EHA-156-12-HN-XX015 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,393045,FALSE
KX285175,"Bat coronavirus 1 PREDICT-EHA-156-12-HN-XX009 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285174,"Bat coronavirus 1 PREDICT-EHA-156-12-HN-XX007 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285173,"Bat coronavirus 1 PREDICT-EHA-156-12-HN-XX005 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285172,"Bat coronavirus 1 PREDICT-EHA-156-12-HN-XX004 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285171,"Bat coronavirus 1 PREDICT-EHA-156-12-HN-XX003 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285170,"Bat coronavirus 1 PREDICT-EHA-156-12-HN-XX001 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285167,"Tylonycteris bat coronavirus HKU4 PREDICT-EHA-156-12-GX-LZ059 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Tylonycteris pachypus,694007,FALSE
KX285166,"Tylonycteris bat coronavirus HKU4 PREDICT-EHA-156-12-GX-LZ050 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Tylonycteris pachypus,694007,FALSE
KX285165,"Tylonycteris bat coronavirus HKU4 PREDICT-EHA-156-12-GX-LZ049 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Tylonycteris pachypus,694007,FALSE
KX285164,"Tylonycteris bat coronavirus HKU4 PREDICT-EHA-156-12-GX-LZ048 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Tylonycteris pachypus,694007,FALSE
KX285163,"Tylonycteris bat coronavirus HKU4 PREDICT-EHA-156-12-GX-LZ047 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Tylonycteris pachypus,694007,FALSE
KX285162,"Tylonycteris bat coronavirus HKU4 PREDICT-EHA-156-12-GX-LZ046 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Tylonycteris pachypus,694007,FALSE
KX285161,"Tylonycteris bat coronavirus HKU4 PREDICT-EHA-156-12-GX-LZ027 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Tylonycteris pachypus,694007,FALSE
KX285160,"Tylonycteris bat coronavirus HKU4 PREDICT-EHA-156-12-GX-LZ009 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Tylonycteris pachypus,694007,FALSE
KX285159,"Tylonycteris bat coronavirus HKU4 PREDICT-EHA-156-12-GX-LZ007 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Tylonycteris pachypus,694007,FALSE
KX285158,"Tylonycteris bat coronavirus HKU4 PREDICT-EHA-156-12-GX-LZ006 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Tylonycteris pachypus,694007,FALSE
KX285157,"Tylonycteris bat coronavirus HKU4 PREDICT-EHA-156-12-GX-LZ001 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Tylonycteris pachypus,694007,FALSE
KX285155,"Bat coronavirus A977/A970 PREDICT-EHA-156-12-BJ-FS028 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Rhinolophus ferrumequinum,2042700,FALSE
KX285141,"Bat coronavirus 1 PREDICT-EHA-156-12-BJ-FS009 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Myotis ricketti,2042696,FALSE
KX285134,"SARS-related bat coronavirus RsSHC014 PREDICT-EHA-156-11-YN-SHC014 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Rhinolophus sinicus,2042697,FALSE
KX285133,"Miniopterus bat coronavirus HKU8 PREDICT-EHA-156-11-YN-MXR005 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,694001,FALSE
KX285132,"Bat coronavirus 1 PREDICT-EHA-156-11-YN-MXR005 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285131,"Bat coronavirus 1 PREDICT-EHA-156-11-YN-MXR003 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285130,"Bat coronavirus 1 PREDICT-EHA-156-11-YN-MXR002 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285129,"Bat coronavirus 1 PREDICT-EHA-156-11-JX-LHD023 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285127,"Bat coronavirus HKU6 PREDICT-EHA-156-11-JX-LHD016 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Myotis ricketti,393045,FALSE
KX285125,"Bat SARS coronavirus HKU3 PREDICT-EHA-156-11-AH-SXD002 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Rhinolophus sinicus,442736,FALSE
KX285124,"Bat coronavirus 1 PREDICT-EHA-156-10-YN-YJ028 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285123,"Bat coronavirus 1 PREDICT-EHA-156-10-HN-YG063 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285122,"Bat coronavirus 1 PREDICT-EHA-156-10-HN-LS008 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285121,"Bat coronavirus 1 PREDICT-EHA-156-10-HN-LS007 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285118,"Bat coronavirus 1 PREDICT-EHA-156-10-HN-cM033 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285117,"Bat coronavirus 1 PREDICT-EHA-156-10-HN-cM030 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285116,"Bat coronavirus 1 PREDICT-EHA-156-10-HN-cM020 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285115,"Bat coronavirus 1 PREDICT-EHA-156-10-HN-BT007 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Miniopterus fuliginosus,2042696,FALSE
KX285114,"Bat coronavirus Philippines/Diliman1525G2/2008 PREDICT-PSW 00735 RNA-dependent RNA polymerase mRNA, partial cds.",13-Mar-2020,Cynopterus horsfieldi,702734,FALSE
KX285113,"Bat coronavirus Philippines/Diliman1525G2/2008 PREDICT-PSW 00715 RNA-dependent RNA polymerase mRNA, partial cds.",13-Mar-2020,Cynopterus horsfieldi,702734,FALSE
KX285112,"Bat coronavirus Philippines/Diliman1525G2/2008 PREDICT-PSW 00711 RNA-dependent RNA polymerase mRNA, partial cds.",13-Mar-2020,Dyacopterus spadiceus,702734,FALSE
KX285110,"Eidolon bat coronavirus/Kenya/KY24/2006 PREDICT-130403Eh24 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Eidolon helvum,983924,FALSE
KX285109,"Eidolon bat coronavirus/Kenya/KY24/2006 PREDICT-130403Eh22 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Eidolon helvum,983924,FALSE
KX285108,"Eidolon bat coronavirus/Kenya/KY24/2006 PREDICT-130403Eh04 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Eidolon helvum,983924,FALSE
KX285107,"Eidolon bat coronavirus/Kenya/KY24/2006 PREDICT-130221Eh03 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Eidolon helvum,983924,FALSE
KX285106,"Eidolon bat coronavirus/Kenya/KY24/2006 PREDICT-130221Eh01 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Eidolon helvum,983924,FALSE
KX285105,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD116107 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Rhinolophus sp.,2042604,FALSE
KX285104,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD116106 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomops franqueti,2042604,FALSE
KX285103,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD116105 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomops franqueti,2042604,FALSE
KX285102,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD116103 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomops franqueti,2042604,FALSE
KX285101,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD116102 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomops franqueti,2042604,FALSE
KX285100,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD116101 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomops franqueti,2042604,FALSE
KX285099,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD116096 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomops franqueti,2042604,FALSE
KX285098,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD116093 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomops franqueti,2042604,FALSE
KX285097,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD116090 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomops franqueti,2042604,FALSE
KX285096,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD116089 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomops franqueti,2042604,FALSE
KX285095,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD116088 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomops franqueti,2042604,FALSE
KX285094,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD116021 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285093,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD116020 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285092,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD116017 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285091,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD116015 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285090,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD116013 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285089,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD116011 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285088,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD116006 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285087,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD116004 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285086,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD115975 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomops franqueti,2042604,FALSE
KX285085,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD115956 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285084,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD115952 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285083,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD115949 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285082,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD115947 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285081,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD115943 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285080,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD115941 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285079,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD115939 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285078,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD115938 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285077,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD115937 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285076,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD115914 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285075,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD115912 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285071,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD115222 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285070,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-CD115124A RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX285066,"Rousettus bat coronavirus HKU9 PREDICT-LAP12-A1-0014 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Rousettus sp.,694006,FALSE
KX285065,"Rousettus bat coronavirus HKU9 PREDICT-LAP12-A1-0007 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Rousettus sp.,694006,FALSE
KX285033,"Chaerephon bat coronavirus/Kenya/KY22/2006 PREDICT-GVF-CM-ECO70614 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Scotophilus leucogaster,983929,FALSE
KX285029,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70598 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,2042604,FALSE
KX285028,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70597 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,2042604,FALSE
KX285027,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70597 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,2042604,FALSE
KX285026,"Chaerephon bat coronavirus/Kenya/KY22/2006 PREDICT-GVF-CM-ECO70594 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,983929,FALSE
KX285025,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70592 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,2042604,FALSE
KX285024,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70592 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,2042604,FALSE
KX285023,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70591 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,2042604,FALSE
KX285020,"Eidolon bat coronavirus/Kenya/KY24/2006 PREDICT-GVF-CM-ECO70566 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Mops condylurus,983924,FALSE
KX285019,"Chaerephon bat coronavirus/Kenya/KY22/2006 PREDICT-GVF-CM-ECO70565 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Mops condylurus,983929,FALSE
KX285018,"Chaerephon bat coronavirus/Kenya/KY22/2006 PREDICT-GVF-CM-ECO70565 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Mops condylurus,983929,FALSE
KX285017,"Chaerephon bat coronavirus/Kenya/KY22/2006 PREDICT-GVF-CM-ECO70559 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Mops condylurus,983929,FALSE
KX285015,"Chaerephon bat coronavirus/Kenya/KY22/2006 PREDICT-GVF-CM-ECO70546 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Mops condylurus,983929,FALSE
KX285014,"Chaerephon bat coronavirus/Kenya/KY22/2006 PREDICT-GVF-CM-ECO70538 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Mops condylurus,983929,FALSE
KX285013,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70536 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,2042604,FALSE
KX285012,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70536 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,2042604,FALSE
KX285011,"Chaerephon bat coronavirus/Kenya/KY22/2006 PREDICT-GVF-CM-ECO70528 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,983929,FALSE
KX285010,"Chaerephon bat coronavirus/Kenya/KY22/2006 PREDICT-GVF-CM-ECO70528 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,983929,FALSE
KX285009,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70527 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,2042604,FALSE
KX285008,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70527 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,2042604,FALSE
KX285007,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70521 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,2042604,FALSE
KX285006,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70521 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,2042604,FALSE
KX285005,"Chaerephon bat coronavirus/Kenya/KY22/2006 PREDICT-GVF-CM-ECO70520 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Pipistrellus inexspectatus,983929,FALSE
KX285004,"Chaerephon bat coronavirus/Kenya/KY22/2006 PREDICT-GVF-CM-ECO70520 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Pipistrellus inexspectatus,983929,FALSE
KX285003,"Eidolon bat coronavirus/Kenya/KY24/2006 PREDICT-GVF-CM-ECO70519 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Scotophilus dinganii,983924,FALSE
KX285002,"Eidolon bat coronavirus/Kenya/KY24/2006 PREDICT-GVF-CM-ECO70519 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Scotophilus dinganii,983924,FALSE
KX285001,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70516 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Scotophilus leucogaster,2042604,FALSE
KX285000,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70516 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Scotophilus leucogaster,2042604,FALSE
KX284999,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70514 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,2042604,FALSE
KX284998,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70514 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,2042604,FALSE
KX284996,"Chaerephon bat coronavirus/Kenya/KY22/2006 PREDICT-GVF-CM-ECO70511 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,983929,FALSE
KX284995,"Chaerephon bat coronavirus/Kenya/KY22/2006 PREDICT-GVF-CM-ECO70511 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,983929,FALSE
KX284994,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70509 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,2042604,FALSE
KX284993,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70509 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Epomophorus gambianus,2042604,FALSE
KX284990,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70379 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX284989,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70379 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX284987,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70332 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX284986,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70332 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX284985,"Kenya bat coronavirus/BtKY56/BtKY55 PREDICT-GVF-CM-ECO70284 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Micropteropus pusillus,2042604,FALSE
KX284983,"Chaerephon bat coronavirus/Kenya/KY22/2006 PREDICT-GVF-CM-ECO70102 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Mops condylurus,983929,FALSE
KX284982,"Chaerephon bat coronavirus/Kenya/KY22/2006 PREDICT-GVF-CM-ECO70102 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Mops condylurus,983929,FALSE
KX284980,"Chaerephon bat coronavirus/Kenya/KY22/2006 PREDICT-GVF-CM-ECO70023 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Mops condylurus,983929,FALSE
KX284979,"Chaerephon bat coronavirus/Kenya/KY22/2006 PREDICT-GVF-CM-ECO70011 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Mops condylurus,983929,FALSE
KX284978,"Chaerephon bat coronavirus/Kenya/KY22/2006 PREDICT-GVF-CM-ECO70010 RNA-dependent RNA polymerase mRNA, partial cds.",26-Feb-2019,Mops condylurus,983929,FALSE
